system,system_name,school,school_name,pool,subgroup,achievement_score,achievement_base_weighting,chronic_absenteeism_score,chronic_absenteeism_base_weighting,elpa_growth_standard_score,elpa_growth_standard_base_weighting,graduation_rate_score,graduation_rate_base_weighting,growth_score,growth_base_weighting,ready_graduates_score,ready_graduates_base_weighting,f_elpa_weight,f_achievement_weight,f_growth_weight,f_ready_grad_weight,f_grad_weight,f_chronic_absent_weight,total_weight,final_score
230,Dyer County,18,Dyer County High School,HS,All Students,4,0.3,4,0.1,NA,0.1,3,0.05,4,0.25,4,0.2,0,0.35,0.3,0.2,0.05,0.1,0.9999999999999999,4
230,Dyer County,18,Dyer County High School,HS,Black/Hispanic/Native American,4,0.3,2,0.1,NA,0.1,NA,0.05,3,0.25,NA,0.2,0,0.47,0.4,0,0,0.13,0.7499999999999999,3.3
230,Dyer County,18,Dyer County High School,HS,Economically Disadvantaged,3,0.3,4,0.1,NA,0.1,2,0.05,2,0.25,4,0.2,0,0.35,0.3,0.2,0.05,0.1,0.9999999999999999,3
230,Dyer County,18,Dyer County High School,HS,English Learners with Transitional 1-4,NA,0.3,NA,0.1,NA,0.1,NA,0.05,NA,0.25,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA
230,Dyer County,18,Dyer County High School,HS,Students with Disabilities,2,0.3,4,0.1,NA,0.1,NA,0.05,3,0.25,NA,0.2,0,0.47,0.4,0,0,0.13,0.7499999999999999,2.7
230,Dyer County,18,Dyer County High School,HS,Super Subgroup,3,0.3,NA,0.1,NA,0.1,NA,0.05,3,0.25,4,0.2,0,0.41,0.35,0.24,0,0,0.8499999999999999,3.2
230,Dyer County,20,Fifth Consolidated School,K8,All Students,4,0.45,2,0.1,NA,0.1,NA,NA,0,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.2
230,Dyer County,20,Fifth Consolidated School,K8,Black/Hispanic/Native American,NA,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,1,NA,NA,0,0.39999999999999997,2
230,Dyer County,20,Fifth Consolidated School,K8,Economically Disadvantaged,4,0.45,2,0.1,NA,0.1,NA,NA,0,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.2
230,Dyer County,20,Fifth Consolidated School,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
230,Dyer County,20,Fifth Consolidated School,K8,Students with Disabilities,NA,0.45,0,0.1,NA,0.1,NA,NA,1,0.35,NA,NA,0,0,0.8,NA,NA,0.2,0.5,0.8
230,Dyer County,20,Fifth Consolidated School,K8,Super Subgroup,3,0.45,NA,0.1,NA,0.1,NA,NA,0,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,1.7
230,Dyer County,25,Finley Elementary,K8,All Students,4,0.45,4,0.1,NA,0.1,NA,NA,1,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.8
230,Dyer County,25,Finley Elementary,K8,Black/Hispanic/Native American,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
230,Dyer County,25,Finley Elementary,K8,Economically Disadvantaged,3,0.45,4,0.1,NA,0.1,NA,NA,1,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.3
230,Dyer County,25,Finley Elementary,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
230,Dyer County,25,Finley Elementary,K8,Students with Disabilities,NA,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,0.8,NA,NA,0.2,0.5,2.4
230,Dyer County,25,Finley Elementary,K8,Super Subgroup,3,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,2.6
230,Dyer County,30,Holice Powell Elementary,K8,All Students,4,0.45,4,0.1,NA,0.1,NA,NA,4,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,4
230,Dyer County,30,Holice Powell Elementary,K8,Black/Hispanic/Native American,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
230,Dyer County,30,Holice Powell Elementary,K8,Economically Disadvantaged,4,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,3.6
230,Dyer County,30,Holice Powell Elementary,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
230,Dyer County,30,Holice Powell Elementary,K8,Students with Disabilities,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
230,Dyer County,30,Holice Powell Elementary,K8,Super Subgroup,4,0.45,NA,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,3.6
230,Dyer County,35,Newbern Elementary School,K8,All Students,3,0.45,2,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.5
230,Dyer County,35,Newbern Elementary School,K8,Black/Hispanic/Native American,2,0.45,3,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.1
230,Dyer County,35,Newbern Elementary School,K8,Economically Disadvantaged,2,0.45,3,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.1
230,Dyer County,35,Newbern Elementary School,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
230,Dyer County,35,Newbern Elementary School,K8,Students with Disabilities,2,0.45,2,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2
230,Dyer County,35,Newbern Elementary School,K8,Super Subgroup,2,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,2
230,Dyer County,43,Three Oaks Middle School,K8,All Students,4,0.45,3,0.1,NA,0.1,NA,NA,0,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.3
230,Dyer County,43,Three Oaks Middle School,K8,Black/Hispanic/Native American,1,0.45,4,0.1,NA,0.1,NA,NA,1,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,1.3
230,Dyer County,43,Three Oaks Middle School,K8,Economically Disadvantaged,2,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.2
230,Dyer County,43,Three Oaks Middle School,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
230,Dyer County,43,Three Oaks Middle School,K8,Students with Disabilities,1,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,1.7
230,Dyer County,43,Three Oaks Middle School,K8,Super Subgroup,2,0.45,NA,0.1,NA,0.1,NA,NA,1,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,1.6
230,Dyer County,45,Trimble Elementary,K8,All Students,3,0.45,2,0.1,NA,0.1,NA,NA,4,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,3.3
230,Dyer County,45,Trimble Elementary,K8,Black/Hispanic/Native American,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
230,Dyer County,45,Trimble Elementary,K8,Economically Disadvantaged,NA,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0,0.8,NA,NA,0.2,0.5,3.2
230,Dyer County,45,Trimble Elementary,K8,Students with Disabilities,NA,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,1,NA,NA,0,0.39999999999999997,2
230,Dyer County,45,Trimble Elementary,K8,Super Subgroup,NA,0.45,NA,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0,1,NA,NA,0,0.39999999999999997,3
231,Dyersburg,12,Dyersburg Intermediate School,K8,All Students,3,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,3.1
231,Dyersburg,12,Dyersburg Intermediate School,K8,Black/Hispanic/Native American,2,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.2
231,Dyersburg,12,Dyersburg Intermediate School,K8,Economically Disadvantaged,2,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.2
231,Dyersburg,12,Dyersburg Intermediate School,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,1,NA,NA,0,0.39999999999999997,2
231,Dyersburg,12,Dyersburg Intermediate School,K8,Students with Disabilities,1,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.1
231,Dyersburg,12,Dyersburg Intermediate School,K8,Super Subgroup,1,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,1.4
231,Dyersburg,15,Dyersburg High School,HS,All Students,3,0.3,4,0.1,4,0.1,2,0.05,2,0.25,4,0.2,0.1,0.3,0.25,0.2,0.05,0.1,1.0000000000000002,3.1
231,Dyersburg,15,Dyersburg High School,HS,Black/Hispanic/Native American,3,0.3,4,0.1,NA,0.1,2,0.05,1,0.25,1,0.2,0,0.35,0.3,0.2,0.05,0.1,0.9999999999999999,2.1
231,Dyersburg,15,Dyersburg High School,HS,Economically Disadvantaged,3,0.3,4,0.1,NA,0.1,2,0.05,2,0.25,1,0.2,0,0.35,0.3,0.2,0.05,0.1,0.9999999999999999,2.4
231,Dyersburg,15,Dyersburg High School,HS,English Learners with Transitional 1-4,NA,0.3,NA,0.1,4,0.1,NA,0.05,NA,0.25,NA,0.2,1,0,0,0,0,0,0.1,4
231,Dyersburg,15,Dyersburg High School,HS,Students with Disabilities,0,0.3,4,0.1,NA,0.1,NA,0.05,1,0.25,NA,0.2,0,0.47,0.4,0,0,0.13,0.7499999999999999,0.9
231,Dyersburg,15,Dyersburg High School,HS,Super Subgroup,2,0.3,NA,0.1,NA,0.1,NA,0.05,1,0.25,1,0.2,0,0.41,0.35,0.24,0,0,0.8499999999999999,1.4
231,Dyersburg,21,Dyersburg Middle School,K8,All Students,4,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,3.6
231,Dyersburg,21,Dyersburg Middle School,K8,Black/Hispanic/Native American,2,0.45,4,0.1,NA,0.1,NA,NA,4,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,3
231,Dyersburg,21,Dyersburg Middle School,K8,Economically Disadvantaged,2,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.2
231,Dyersburg,21,Dyersburg Middle School,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,1,NA,NA,0,0.39999999999999997,2
231,Dyersburg,21,Dyersburg Middle School,K8,Students with Disabilities,2,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.2
231,Dyersburg,21,Dyersburg Middle School,K8,Super Subgroup,2,0.45,NA,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,2.4
231,Dyersburg,25,Dyersburg Primary,NA,All Students,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
231,Dyersburg,25,Dyersburg Primary,NA,Black/Hispanic/Native American,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
231,Dyersburg,25,Dyersburg Primary,NA,Economically Disadvantaged,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
231,Dyersburg,25,Dyersburg Primary,NA,English Learners with Transitional 1-4,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
231,Dyersburg,25,Dyersburg Primary,NA,Students with Disabilities,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
240,Fayette County Public Schools,18,East Jr. High School,K8,All Students,1,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.1
240,Fayette County Public Schools,18,East Jr. High School,K8,Black/Hispanic/Native American,1,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.1
240,Fayette County Public Schools,18,East Jr. High School,K8,Economically Disadvantaged,1,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.1
240,Fayette County Public Schools,18,East Jr. High School,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
240,Fayette County Public Schools,18,East Jr. High School,K8,Students with Disabilities,0,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,1.2
240,Fayette County Public Schools,18,East Jr. High School,K8,Super Subgroup,1,0.45,NA,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,1.9
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,HS,All Students,3,0.3,2,0.1,NA,0.1,4,0.05,4,0.25,3,0.2,0,0.35,0.3,0.2,0.05,0.1,0.9999999999999999,3.3
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,HS,Black/Hispanic/Native American,3,0.3,2,0.1,NA,0.1,4,0.05,4,0.25,3,0.2,0,0.35,0.3,0.2,0.05,0.1,0.9999999999999999,3.3
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,HS,Economically Disadvantaged,2,0.3,1,0.1,NA,0.1,2,0.05,3,0.25,3,0.2,0,0.35,0.3,0.2,0.05,0.1,0.9999999999999999,2.4
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,HS,English Learners with Transitional 1-4,NA,0.3,NA,0.1,NA,0.1,NA,0.05,NA,0.25,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,HS,Students with Disabilities,1,0.3,2,0.1,NA,0.1,NA,0.05,4,0.25,NA,0.2,0,0.47,0.4,0,0,0.13,0.7499999999999999,2.3
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,HS,Super Subgroup,3,0.3,NA,0.1,NA,0.1,NA,0.05,4,0.25,3,0.2,0,0.41,0.35,0.24,0,0,0.8499999999999999,3.4
240,Fayette County Public Schools,46,La Grange Moscow Elementary,K8,All Students,3,0.45,2,0.1,NA,0.1,NA,NA,4,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,3.3
240,Fayette County Public Schools,46,La Grange Moscow Elementary,K8,Black/Hispanic/Native American,2,0.45,4,0.1,NA,0.1,NA,NA,4,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,3
240,Fayette County Public Schools,46,La Grange Moscow Elementary,K8,Economically Disadvantaged,2,0.45,3,0.1,NA,0.1,NA,NA,4,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.9
240,Fayette County Public Schools,46,La Grange Moscow Elementary,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
240,Fayette County Public Schools,46,La Grange Moscow Elementary,K8,Students with Disabilities,NA,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,1,NA,NA,0,0.39999999999999997,2
240,Fayette County Public Schools,46,La Grange Moscow Elementary,K8,Super Subgroup,2,0.45,NA,0.1,NA,0.1,NA,NA,4,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,2.9
240,Fayette County Public Schools,60,Oakland Elementary,K8,All Students,4,0.45,2,0.1,3,0.1,NA,NA,4,0.35,NA,NA,0.1,0.45,0.35,NA,NA,0.1,1,3.7
240,Fayette County Public Schools,60,Oakland Elementary,K8,Black/Hispanic/Native American,4,0.45,1,0.1,4,0.1,NA,NA,4,0.35,NA,NA,0.1,0.45,0.35,NA,NA,0.1,1,3.7
240,Fayette County Public Schools,60,Oakland Elementary,K8,Economically Disadvantaged,4,0.45,0,0.1,2,0.1,NA,NA,4,0.35,NA,NA,0.1,0.45,0.35,NA,NA,0.1,1,3.4
240,Fayette County Public Schools,60,Oakland Elementary,K8,English Learners with Transitional 1-4,NA,0.45,2,0.1,3,0.1,NA,NA,3,0.35,NA,NA,0.18,0,0.64,NA,NA,0.18,0.5499999999999999,2.8
240,Fayette County Public Schools,60,Oakland Elementary,K8,Students with Disabilities,4,0.45,4,0.1,NA,0.1,NA,NA,4,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,4
240,Fayette County Public Schools,60,Oakland Elementary,K8,Super Subgroup,4,0.45,NA,0.1,NA,0.1,NA,NA,4,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,4
240,Fayette County Public Schools,70,Southwest Elementary,K8,All Students,3,0.45,2,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.9
240,Fayette County Public Schools,70,Southwest Elementary,K8,Black/Hispanic/Native American,4,0.45,2,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,3
240,Fayette County Public Schools,70,Southwest Elementary,K8,Economically Disadvantaged,3,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.7
240,Fayette County Public Schools,70,Southwest Elementary,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
240,Fayette County Public Schools,70,Southwest Elementary,K8,Students with Disabilities,NA,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,0.8,NA,NA,0.2,0.5,2.4
240,Fayette County Public Schools,70,Southwest Elementary,K8,Super Subgroup,4,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,3.1
240,Fayette County Public Schools,90,West Junior High School,K8,All Students,1,0.45,1,0.1,NA,0.1,NA,NA,0,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,0.6
240,Fayette County Public Schools,90,West Junior High School,K8,Black/Hispanic/Native American,1,0.45,2,0.1,NA,0.1,NA,NA,0,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,0.7
240,Fayette County Public Schools,90,West Junior High School,K8,Economically Disadvantaged,2,0.45,0,0.1,NA,0.1,NA,NA,0,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,1
240,Fayette County Public Schools,90,West Junior High School,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
240,Fayette County Public Schools,90,West Junior High School,K8,Students with Disabilities,2,0.45,2,0.1,NA,0.1,NA,NA,1,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,1.6
240,Fayette County Public Schools,90,West Junior High School,K8,Super Subgroup,1,0.45,NA,0.1,NA,0.1,NA,NA,0,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,0.6
240,Fayette County Public Schools,95,Buckley-Carpenter Elementary School,K8,All Students,NA,0.45,1,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,0.8,NA,NA,0.2,0.5,1.8
240,Fayette County Public Schools,95,Buckley-Carpenter Elementary School,K8,Black/Hispanic/Native American,NA,0.45,1,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,0.8,NA,NA,0.2,0.5,1.8
240,Fayette County Public Schools,95,Buckley-Carpenter Elementary School,K8,Economically Disadvantaged,NA,0.45,1,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,0.8,NA,NA,0.2,0.5,1.8
240,Fayette County Public Schools,95,Buckley-Carpenter Elementary School,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
240,Fayette County Public Schools,95,Buckley-Carpenter Elementary School,K8,Students with Disabilities,NA,0.45,0,0.1,NA,0.1,NA,NA,1,0.35,NA,NA,0,0,0.8,NA,NA,0.2,0.5,0.8
240,Fayette County Public Schools,95,Buckley-Carpenter Elementary School,K8,Super Subgroup,NA,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0,1,NA,NA,0,0.39999999999999997,2
250,Fentress County,5,Allardt Elementary,K8,All Students,4,0.45,4,0.1,NA,0.1,NA,NA,1,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.8
250,Fentress County,5,Allardt Elementary,K8,Black/Hispanic/Native American,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
250,Fentress County,5,Allardt Elementary,K8,Economically Disadvantaged,2,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.2
250,Fentress County,5,Allardt Elementary,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
250,Fentress County,5,Allardt Elementary,K8,Students with Disabilities,NA,0.45,4,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,0,0,0,NA,NA,1,0.1,4
250,Fentress County,5,Allardt Elementary,K8,Super Subgroup,2,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,2
250,Fentress County,25,Clarkrange High School,HS,All Students,3,0.3,3,0.1,NA,0.1,4,0.05,3,0.25,4,0.2,0,0.35,0.3,0.2,0.05,0.1,0.9999999999999999,3.3
250,Fentress County,25,Clarkrange High School,HS,Black/Hispanic/Native American,NA,0.3,NA,0.1,NA,0.1,NA,0.05,NA,0.25,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA
250,Fentress County,25,Clarkrange High School,HS,Economically Disadvantaged,3,0.3,2,0.1,NA,0.1,4,0.05,2,0.25,3,0.2,0,0.35,0.3,0.2,0.05,0.1,0.9999999999999999,2.7
250,Fentress County,25,Clarkrange High School,HS,Students with Disabilities,NA,0.3,4,0.1,NA,0.1,NA,0.05,NA,0.25,NA,0.2,0,0,0,0,0,1,0.1,4
250,Fentress County,25,Clarkrange High School,HS,Super Subgroup,3,0.3,NA,0.1,NA,0.1,NA,0.05,2,0.25,2,0.2,0,0.41,0.35,0.24,0,0,0.8499999999999999,2.4
250,Fentress County,33,South Fentress Elementary School,K8,All Students,2,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.6
250,Fentress County,33,South Fentress Elementary School,K8,Black/Hispanic/Native American,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
250,Fentress County,33,South Fentress Elementary School,K8,Economically Disadvantaged,3,0.45,3,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.6
250,Fentress County,33,South Fentress Elementary School,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
250,Fentress County,33,South Fentress Elementary School,K8,Students with Disabilities,NA,0.45,2,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0,0.8,NA,NA,0.2,0.5,2.8
250,Fentress County,33,South Fentress Elementary School,K8,Super Subgroup,2,0.45,NA,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,2.4
250,Fentress County,40,Pine Haven Elementary,K8,All Students,2,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.2
250,Fentress County,40,Pine Haven Elementary,K8,Black/Hispanic/Native American,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
250,Fentress County,40,Pine Haven Elementary,K8,Economically Disadvantaged,2,0.45,4,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.2
250,Fentress County,40,Pine Haven Elementary,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
250,Fentress County,40,Pine Haven Elementary,K8,Students with Disabilities,NA,0.45,4,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,0,0,0,NA,NA,1,0.1,4
250,Fentress County,40,Pine Haven Elementary,K8,Super Subgroup,1,0.45,NA,0.1,NA,0.1,NA,NA,2,0.35,NA,NA,0,0.56,0.44,NA,NA,0,0.8999999999999999,1.4
250,Fentress County,52,Fentress Co Adult High School,NA,All Students,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
250,Fentress County,60,York Elementary,K8,All Students,2,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.6
250,Fentress County,60,York Elementary,K8,Black/Hispanic/Native American,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
250,Fentress County,60,York Elementary,K8,Economically Disadvantaged,2,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0.5,0.4,NA,NA,0.1,0.9999999999999999,2.6
250,Fentress County,60,York Elementary,K8,English Learners with Transitional 1-4,NA,0.45,NA,0.1,NA,0.1,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
250,Fentress County,60,York Elementary,K8,Students with Disabilities,NA,0.45,4,0.1,NA,0.1,NA,NA,3,0.35,NA,NA,0,0,0.8,NA,NA,0.2,0.5,3.2
